EmployeeID,Name,Department,Gender,JoinDate,Age,Salary
439,Employee_439,Engineering,Male,06-21-2022,20.7,58779.16
440,Employee_440,Hr,female,25/01/2023,23.3,"$97,243.25"
441,Employee_441,SALES,female,2021-04-05,27.3,"$86,098.99"
442,Employee_442,Marketing,Male,24-Aug-2023,41.3,66426.43
443,Employee_443,Sales,Male,29/09/2019,34.9,100513.3
444,Employee_444,Engineering,Male,13/10/2018,39.6,65115.02
445,Employee_445,engineering,Male,15-Apr-2019,31.2,75624.21
446,Employee_446,SALES,M,2021-11-17,31.0,46965.92
447,Employee_447,engineering,Male,09/10/2024,36.8,"$38,936.68"
448,Employee_448,engineering,F,07-13-2018,27.8,62813.43
449,Employee_449,,male,15-Dec-2021,38.2,52518.56
450,Employee_450,engineering,male,2024-02-18,150.0,48335.7
451,Employee_451,,Male,09-26-2024,35.1,48936.82
452,Employee_452,SALES,M,27-Aug-2020,45.4,77057.51
453,Employee_453,engineering,female,10/03/2020,26.8,62930.42
454,Employee_454,SALES,M,07/08/2019,27.1,46234.67
455,Employee_455,,female,04-Feb-2023,38.2,47705.52
456,Employee_456,Marketing,Female,10-01-2020,50.3,"$75,478.01"
457,Employee_457,SALES,female,29/10/2023,44.3,"$59,089.05"
458,Employee_458,Sales,F,2018-12-27,21.3,"$85,341.09"
459,Employee_459,,female,2021-07-31,29.3,34731.92
460,Employee_460,sales,female,09/01/2019,29.8,87171.97
461,Employee_461,Engineering,Female,2023-12-31,33.9,97863.98
462,Employee_462,SALES,male,12-22-2019,43.6,883196.67
463,Employee_463,Engineering,F,14-Mar-2023,39.3,62932.47
464,Employee_464,sales,Male,16/01/2020,36.7,"$79,713.06"
465,Employee_465,Marketing,male,12-25-2019,29.0,"$82,802.96"
466,Employee_466,HR,male,01/10/2019,33.5,26987.72
467,Employee_467,HR,female,2020-02-02,-5.0,"$81,338.26"
468,Employee_468,HR,F,2021-03-15,35.9,84279.17
469,Employee_469,Hr,Male,21/11/2018,39.4,"$100,462.57"
470,Employee_470,,Female,08-13-2020,40.8,"$76,130.83"
471,Employee_471,HR,Male,23/01/2024,29.0,42811.14
472,Employee_472,sales,M,30-Jul-2022,37.8,26331.31
473,Employee_473,Sales,M,2019-01-28,42.6,66185.83
474,Employee_474,SALES,F,2021-12-01,39.8,72319.5
475,Employee_475,Hr,Female,22-Mar-2018,31.4,"$39,426.62"
476,Employee_476,,female,19-Feb-2021,30.6,66479.99
477,Employee_477,HR,Female,15/01/2018,35.3,"$35,142.06"
478,Employee_478,Sales,male,15/07/2021,36.3,73206.8
479,Employee_479,SALES,female,21-Dec-2020,46.8,"$62,875.70"
480,Employee_480,SALES,M,2019-08-22,41.5,59310.54
481,Employee_481,Sales,F,22-Aug-2022,31.4,48901.57
482,Employee_482,HR,Female,04-28-2022,44.5,89852.04
483,Employee_483,SALES,M,2022-10-07,47.5,43511.75
484,Employee_484,Marketing,,04-12-2020,29.5,46395.9
485,Employee_485,HR,,02-21-2021,26.7,"$34,457.09"
486,Employee_486,SALES,F,19-Sep-2021,35.4,94143.07
487,Employee_487,engineering,female,2024-06-12,29.9,"$80,986.26"
488,Employee_488,SALES,Female,19/02/2022,34.9,44945.69
489,Employee_489,engineering,M,23-Sep-2020,38.7,53322.4
490,Employee_490,SALES,Male,18-Jun-2023,31.4,84745.45
491,Employee_491,engineering,male,05-30-2018,32.7,92606.72
492,Employee_492,Hr,F,22-Dec-2019,39.7,"$65,208.15"
493,Employee_493,HR,M,14/01/2021,37.6,56331.06
494,Employee_494,engineering,male,2022-11-08,24.1,"$43,673.69"
495,Employee_495,Hr,female,10-Sep-2022,25.9,62926.35
496,Employee_496,,F,10/08/2024,28.6,54011.43
497,Employee_497,engineering,Female,05-28-2018,51.2,
498,Employee_498,SALES,F,2024-01-09,43.6,"$74,540.33"
499,Employee_499,sales,Male,03-Jun-2019,39.5,"$40,719.47"
500,Employee_500,engineering,M,03/04/2020,49.7,"$59,566.76"
131,Employee_131,HR,Female,13-Oct-2024,23.1,"$83,353.07"
292,Employee_292,HR,,07-Mar-2019,,"$58,516.55"
38,Employee_38,HR,F,2023-01-15,42.7,76322.55
240,Employee_240,SALES,Female,28-Nov-2018,41.6,56456.63
192,Employee_192,engineering,Female,07-21-2024,21.2,48172.87
421,Employee_421,Marketing,F,27-Sep-2019,46.5,"$77,733.91"
324,Employee_324,Sales,M,28/10/2020,35.7,"$54,463.47"
28,Employee_28,Hr,,08-22-2021,32.9,68499.73
212,Employee_212,sales,F,22/07/2021,19.9,80175.46
485,Employee_485,HR,,02-21-2021,26.7,"$34,457.09"
171,Employee_171,HR,F,17-Jun-2019,34.7,"$86,726.69"
154,Employee_154,sales,female,2020-06-15,32.5,"$81,356.18"
242,Employee_242,Sales,Male,04-06-2018,45.6,62551.45
322,Employee_322,SALES,F,02/11/2022,34.5,65703.35
425,Employee_425,engineering,Male,02-Aug-2023,29.5,68000.06
180,Employee_180,HR,F,28/01/2022,24.1,56474.39
437,Employee_437,engineering,Male,01-29-2022,,"$46,495.92"
88,Employee_88,SALES,M,05-16-2018,44.1,92427.08
113,Employee_113,Engineering,Male,03-18-2023,28.3,43293.99
451,Employee_451,,Male,09-26-2024,35.1,48936.82
