EmployeeID,Name,Department,Gender,JoinDate,Age,Salary
478,Employee_478,Sales,Male,2021-07-15,36,73206.8
479,Employee_479,Sales,Female,2020-12-21,47,62875.7
480,Employee_480,Sales,Male,2019-08-22,42,59310.54
481,Employee_481,Sales,Female,2022-08-22,31,48901.57
482,Employee_482,HR,Female,2022-04-28,44,89852.04
483,Employee_483,Sales,Male,2022-10-07,48,43511.75
484,Employee_484,Marketing,Female,2020-04-12,30,46395.9
485,Employee_485,HR,Female,2021-02-21,27,34457.09
486,Employee_486,Sales,Female,2021-09-19,35,94143.07
487,Employee_487,Engineering,Female,2024-06-12,30,80986.26
488,Employee_488,Sales,Female,2022-02-19,35,44945.69
489,Employee_489,Engineering,Male,2020-09-23,39,53322.4
490,Employee_490,Sales,Male,2023-06-18,31,84745.45
491,Employee_491,Engineering,Male,2018-05-30,33,92606.72
492,Employee_492,HR,Female,2019-12-22,40,65208.15
493,Employee_493,HR,Male,2021-01-14,38,56331.06
494,Employee_494,Engineering,Male,2022-11-08,24,43673.69
495,Employee_495,HR,Female,2022-09-10,26,62926.35
496,Employee_496,Engineering,Female,2024-08-10,29,54011.43
497,Employee_497,Engineering,Female,2018-05-28,51,66012.66
498,Employee_498,Sales,Female,2024-01-09,44,74540.33
499,Employee_499,Sales,Male,2019-06-03,40,40719.47
500,Employee_500,Engineering,Male,2020-04-03,50,59566.76
